CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
-1.7303196219213355,0,5,3,-1.5811388300841895,-0.4224534924575513,-0.5595204032032769,337.5,0.007044483136830272,0.1500468767578565,0.16001668075815734,-0.9488544777740752,0.988552594964639,-0.24388310696099405,-0.3463529895086207,-0.22739677424632773
-1.7303196219213355,0,5,3,-1.2649110640673518,-0.42098902600746313,-0.7193685473333291,366.6,-0.182143847552132,0.13117089729380796,0.09276722616884964,-0.9788265308497264,1.0556873113056013,-0.24354027721548843,-0.34579812769819557,-0.2273285840961115
-1.7303196219213355,0,5,3,-0.9486832980505138,-0.4118511565825982,-0.6508621998490209,313.4,1.598452205991042,0.11858691098444198,0.04419817563212762,-0.9274458684343244,1.0280436045769699,-0.24202243714554914,-0.3433417128823411,-0.22702668661550862
-1.7303196219213355,0,5,3,-0.6324555320336759,-0.4125031450706511,-0.7536217210754832,283.0,-0.6606790369418601,0.21296680830468556,0.2197939737264305,-0.9531361996420255,1.047789109383135,-0.24248741713135172,-0.3440941967074381,-0.2271191722174092
-1.7303196219213355,0,5,3,-0.31622776601683794,-0.41289433816348287,-0.685115373591175,538.1,-0.6161641356032808,0.12487890413912497,0.2720991050736699,-1.0987147431523303,0.9609088882360073,-0.24265528984447074,-0.3443659110094467,-0.22715256178242998
-1.7303196219213355,0,5,3,0.0,-0.41159036118737696,-0.5595204032032769,384.1,-0.2823023755639356,0.0682509657469789,0.3244042364209088,-1.1629405711715826,0.8582322632439475,-0.24256727852432136,-0.3442234749743082,-0.22713505453489558
-1.7303196219213355,0,5,3,0.31622776601683794,-0.40790913387790884,-0.6508621998490209,479.3,0.18510408849114765,0.061958972592295915,0.3879176101996994,-1.291392227210087,0.9016723738175111,-0.2421689779669458,-0.3435788720744797,-0.22705583330762627
-1.7303196219213355,0,5,3,0.6324555320336759,-0.4090124990115369,-0.7650394456562011,248.4,-0.738580114284374,0.19409082884063703,0.4701113880310754,-1.2228846773228845,0.9925016959258725,-0.24250987383142572,-0.34413054025183,-0.2271236388125654
-1.7303196219213355,0,5,3,0.9486832980505138,-0.40464919143764416,-0.639444475268303,373.9,0.27413389116830633,0.20038282199531957,0.4439588223574557,-1.2271663991908348,1.0398909074606688,-0.24183498882041482,-0.34303831774023,-0.22698940546077134
-1.7303196219213355,0,5,3,1.2649110640673518,-0.3996038035993268,-0.7193685473333291,460.1,0.3409062431761754,0.2444267740781001,0.46637530722055853,-1.1029964650202806,0.988552594964639,-0.24117731140383672,-0.3419740075817042,-0.22685859662942875
-1.7303196219213355,0,5,3,1.5811388300841895,-0.3948392723404784,-0.673697649010457,628.8,0.22961898982972703,0.2884707261608806,0.533624761809866,-1.1372502399638817,1.0359418064994361,-0.24068067891634812,-0.34117023400942503,-0.22675981344235413
-1.7268555185741457,112,5,1,-1.5811388300841895,-0.1741361538384967,-1.5756978908871802,1803.1,0.007044483136830272,0.3325146782436607,0.17496100400022563,-0.3023144757136027,0.7121155276783234,-0.20619673860695203,-0.28536200700764847,-0.21990102688407565
-1.7268555185741457,112,5,1,-1.2649110640673518,-0.15352328702389997,-1.3701788484342559,13885.2,0.24074771516437185,0.3765586303264412,0.17496100400022563,-0.2380886476943505,0.7397592344069551,-0.20303920422897423,-0.2802518747245751,-0.2192729953454626
-1.7268555185741457,112,5,1,-0.9486832980505138,-0.12114453564797867,-1.495773818822154,5283.7,0.6079956512076515,0.44577055502795326,0.1861692464317768,-0.10963699165584605,0.7397592344069551,-0.19828418545636586,-0.27255643259474605,-0.21832723110818197
-1.7268555185741457,112,5,1,-0.6324555320336759,-0.17364465482442606,-1.4386851959185638,4408.0,-2.2187005837921374,0.4331865687185873,0.1973774888633282,-0.15673593220329773,0.743708335368188,-0.2063650454566278,-0.2856344239089335,-0.21993450083556032
-1.7268555185741457,112,5,1,-0.31622776601683794,-0.15499778406611203,-1.1075711830777417,566.4,0.16284663782185796,0.40801859609985575,0.24968262021056736,-0.13532732286354698,0.6331335084536619,-0.20413157073977886,-0.28201980612215255,-0.21949026694015814
-1.7268555185741457,112,5,1,0.0,-0.16761626895796733,-1.278837051788512,1997.8,-0.9834120716465605,0.5464424455028793,0.2907795091262554,0.09588565800576096,0.6370826094148953,-0.20647813802967177,-0.2858174190841226,-0.21995699473436534
-1.7268555185741457,112,5,1,0.31622776601683794,-0.15075484359770597,-1.2902547763692298,15634.9,0.08494556047934407,0.5275664660388308,0.24221045858953308,0.18580181723271413,0.5659987921126994,-0.20340318826488346,-0.2808409722815626,-0.21934539304401576
-1.7268555185741457,112,5,1,0.6324555320336759,-0.15692365775389916,-1.1532420814006135,514.3,-0.7497088396190187,0.5904863975856599,0.38418152938918254,0.08732221426986085,0.6331335084536619,-0.20595851603815307,-0.2849764716228521,-0.21985364486586345
-1.7268555185741457,112,5,1,0.9486832980505138,-0.09822463264488691,-1.3245079501113837,2523.2,1.5539373046524627,0.716326260679318,0.38044544857866514,0.2543093671199166,0.7200137296007897,-0.19742305586249181,-0.2711627949935414,-0.21815595406123492
-1.7268555185741457,112,5,1,1.2649110640673518,-0.08505446518621754,-1.3815965730149737,5807.8,-0.13762894621355265,0.6974502812152695,0.3356124788524605,0.3142534732712186,0.6686754171047599,-0.19492777706841827,-0.26712450984305036,-0.21765964979268726
-1.7268555185741457,112,5,1,1.5811388300841895,-0.030026636794549526,-1.51860926798359,20376.3,1.06427338992809,0.7352022401433665,0.35055680209452855,0.30569002953531815,0.7318610324844889,-0.18710897768061904,-0.25447069687386503,-0.2161045034253038
-1.7233914152269558,223,7,3,-1.5811388300841895,-0.4424645237447146,-0.5709381277839949,140.2,0.007044483136830272,-1.8319309669672588,-1.9844937044786504,-0.6020350064701131,-0.8003901404739456,-0.2147294360954337,-0.3382004746131186,-0.21680149440468718
-1.7233914152269558,223,7,3,-1.2649110640673518,-0.44391895960267885,-0.2740772886853265,224.0,-1.1614716770008777,-1.7438430628016983,-1.8462587144895182,-0.6619791126214152,-0.721408121249284,-0.2174858480284168,-0.3396874301727705,-0.21771523103522397
